Santa Fe NM,Midland TX,398
Santa Fe NM,Odessa TX,393
Santa Fe NM,Amarillo TX,279
Santa Fe NM,Colorado Springs CO,322
Santa Monica CA,Los Angeles CA,16
Santa Monica CA,Sacramento CA,385
Santa Monica CA,San Jose CA,340
Santa Monica CA,Fresno CA,219
Santa Monica CA,Oakland CA,373
Savannah GA,Charleston SC,108
Savannah GA,Columbia SC,155
Savannah GA,Atlanta GA,248
Savannah GA,Columbus GA,250
Savannah GA,Tallahassee FL,258
Savannah GA,Jacksonville FL,140
Scottsbluff NE,Lincoln NE,398
Scottsbluff NE,Denver CO,197
Scottsbluff NE,Cheyenne WY,99
Scottsbluff NE,Casper WY,176
Scottsbluff NE,Rapid City SD,194
Scottsbluff NE,Wichita KS,275
Seattle WA,Tacoma WA,34
Seattle WA,Spokane WA,279
Shreveport LA,New Orleans LA,327
Shreveport LA,Baton Rouge LA,247
Shreveport LA,Dallas TX,188
Shreveport LA,Jackson MS,221
Sioux Falls SD,Rapid City SD,347
Sioux Falls SD,Omaha NE,181
Sioux Falls SD,Fargo ND,244
Sioux Falls SD,Des Moines IA,283
Sioux Falls SD,Lincoln NE,213
Sioux Falls SD,Pierre SD,224
Spokane WA,Seattle WA,279
Spokane WA,Tacoma WA,292
Spokane WA,Coeur d'Alene ID,34
Springfield  IL,Madison WI,265
Springfield  IL,Milwaukee WI,288
Springfield  IL,Chicago IL,203
Springfield  IL,Indianapolis IN,209
Springfield  IL,St.Louis MO,96
Springfield  IL,Jefferson City MO,193
Springfield  IL,Kansas City MO,298
Springfield  IL,Des Moines IA,298
Springfield  IL,Cedar Rapids IA,254
Springfield MO,Jefferson City MO,132
Springfield MO,Kansas City MO,166
Springfield MO,St.Louis MO,215
Springfield MO,Topeka KS,223
Springfield MO,Wichita KS,247
Springfield MO,Memphis TN,285
Springfield MO,Fort Smith AR,174
Springfield MO,Little Rock AR,218
Springfield MO,Tulsa OK,181
St.Louis MO,Jefferson City MO,130
St.Louis MO,Springfield MO,215
St.Louis MO,Des Moines IA,349
St.Louis MO,Springfield  IL,96
St.Louis MO,Indianapolis IN,242
St.Louis MO,Louisville KY,262
St.Louis MO,Nashville TN,305
St.Louis MO,Memphis TN,285
St.Louis MO,Little Rock AR,347
St. Paul MN,Fargo ND,246
St. Paul MN,Grand Forks ND,326
St. Paul MN,Minneapolis MN,12
St. Paul MN,Duluth MN,151
St. Paul MN,Rochester MN,77
St. Paul MN,Escanaba MI,360
St. Paul MN,Green Bay WI,271
St. Paul MN,Madison WI,262
Tacoma WA,Spokane WA,292
Tacoma WA,Olympia WA,31
Tacoma WA,Seattle WA,279
Tallahassee FL,Atlanta GA,272
Tallahassee FL,Savannah GA,140
Tallahassee FL,Columbus GA,168
Tallahassee FL,Jacksonville FL,166
Tallahassee FL,Orlando FL,259
Tallahassee FL,Tampa FL,275
Tallahassee FL,Pensacola FL,197
Tallahassee FL,Montgomery AL,205
Tampa FL,Tallahassee FL,275
Tampa FL,Jacksonville FL,200
Tampa FL,Orlando FL,84
Tampa FL,Fort Myers FL,125
Tampa FL,Fort Lauderdale FL,247
Topeka KS,Manhattan KS,58
Topeka KS,Wichita KS,176
Topeka KS,Kansas City MO,64
Topeka KS,Omaha NE,163
Topeka KS,Lincoln NE,168
Trenton NJ,Philadelphia PA,33
Trenton NJ,Harrisburg PA,125
Trenton NJ,Erie PA,433
Trenton NJ,New York City NY,61
Trenton NJ,Buffalo NY,390
Trenton NJ,Rochester NY,340
Trenton NJ,Albany NY,195
Tucson AZ,Yuma AZ,237
Tucson AZ,Albuquerque NM,449
Tucson AZ,Las Cruces NM,277
Tucson AZ,Phoenix AZ,113
Tulsa OK,Oklahoma City OK,126
Tulsa OK,Wichita KS,175
Tulsa OK,Topeka KS,219
Tulsa OK,Dallas TX,258
Vancouver WA,Olympia WA,106
Vancouver WA,Portland OR,10
Virginia City NV,Las Vegas NV,422
Virginia City NV,Carson City NV,15
Virginia City NV,Reno NV,26
Washington DC,Dover DE,93
Washington DC,Philadelphia PA,139
Washington DC,Harrisburg PA,120
Washington DC,Pittsburgh PA,246
Washington DC,Annapolis MD,32
Washington DC,Charleston WV,340
Washington DC,Richmond VA,110
Washington DC,Norfolk VA,195
Washington DC,Roanoke VA,235
Washington DC,Columbus OH,415
Wichita KS,Manhattan KS,130
Wichita KS,Kansas City MO,199
Wichita KS,Springfield MO,247
Wichita KS,Lincoln NE,275
Wichita KS,Scottsbluff NE,556
Wichita KS,Denver CO,519
Wichita KS,Colorado Springs CO,490
Wichita KS,Tulsa OK,175
Wichita KS,Oklahoma City OK,161
Wichita KS,Topeka KS,176
Yuma AZ,Tucson AZ,237
Yuma AZ,Henderson NV,279
Yuma AZ,San Diego CA,173
Yuma AZ,Riverside CA,220
Yuma AZ,Phoenix AZ,184
